Namespace(att_dim=50, att_head_num=2, att_layer_num=1, batch_size=128, cpnet_vocab_path='./data/ddb/vocab.txt', cuda=True, dataset='medqa_usmle', debug=False, decoder_lr=0.001, dev_adj='./data/medqa_usmle/graph/dev.graph.adj.pk', dev_embs='./data/medqa_usmle/features/dev.cambridgeltl--SapBERT-from-PubMedBERT-fulltext.features.pk', dev_statements='./data/medqa_usmle/statement/dev.statement.jsonl', diag_decompose=True, dropoutf=0.2, dropoutg=0.1, dropouti=0.1, encoder='./LM_models/cambridgeltl--SapBERT-from-PubMedBERT-fulltext', encoder_layer=-1, encoder_lr=5e-05, ent_emb=['ddb'], ent_emb_paths=['./data/ddb/ent_emb.npy'], eps=1e-15, eval_batch_size=4, fc_dim=200, fc_layer_num=0, fix_trans=False, format=[], freeze_ent_emb=True, gamma=1.0, gnn_dim=100, gnn_layer_num=4, inhouse=False, inhouse_train_qids='./data/medqa_usmle/inhouse_split_qids.txt', init_identity=True, init_range=0.02, init_rn=True, log_interval=20, loss='cross_entropy', lr_schedule='fixed', max_epochs_before_stop=10, max_grad_norm=1.0, max_node_num=200, max_seq_len=512, mini_batch_size=2, mode='train', n_epochs=100, num_basis=0, num_relation=30, optim='radam', preds_dir='./preds_res/medqa_usmle/drlk__ds_medqa_usmle__enc_cambridgeltl--SapBERT-from-PubMedBERT-fulltext__gnn_4__sd_0__20220808_085911/', refreeze_epoch=10000, save_dir='./saved_models/medqa_usmle/drlk__ds_medqa_usmle__enc_cambridgeltl--SapBERT-from-PubMedBERT-fulltext__gnn_4__sd_0__20220808_085911/', seed=0, simple=False, subsample=1.0, test_adj='./data/medqa_usmle/graph/test.graph.adj.pk', test_embs='./data/medqa_usmle/features/test.cambridgeltl--SapBERT-from-PubMedBERT-fulltext.features.pk', test_statements='./data/medqa_usmle/statement/test.statement.jsonl', train_adj='./data/medqa_usmle/graph/train.graph.adj.pk', train_embs='./data/medqa_usmle/features/train.cambridgeltl--SapBERT-from-PubMedBERT-fulltext.features.pk', train_statements='./data/medqa_usmle/statement/train.statement.jsonl', unfreeze_epoch=0, use_contextualized=False, warmup_steps=50, weight_decay=0.01)
| num_concepts: 9958 |
loading adj matrices:   0%|          | 0/40712 [00:00<?, ?it/s]/mnt/zm/DRLK/utils/data_utils.py:256: UserWarning: indexing with dtype torch.uint8 is now deprecated, please use a dtype torch.bool instead. (Triggered internally at  /pytorch/aten/src/ATen/native/IndexingUtils.h:30.)
  node_type_ids[idx, :num_concept][torch.tensor(
/mnt/zm/DRLK/utils/data_utils.py:258: UserWarning: indexing with dtype torch.uint8 is now deprecated, please use a dtype torch.bool instead. (Triggered internally at  /pytorch/aten/src/ATen/native/IndexingUtils.h:30.)
  node_type_ids[idx, :num_concept][torch.tensor(
loading adj matrices:   2%|▏         | 621/40712 [00:00<00:06, 6206.08it/s]loading adj matrices:   3%|▎         | 1254/40712 [00:00<00:06, 6278.67it/s]loading adj matrices:   5%|▍         | 1882/40712 [00:00<00:06, 6254.29it/s]loading adj matrices:   6%|▌         | 2508/40712 [00:00<00:06, 6236.23it/s]loading adj matrices:   8%|▊         | 3132/40712 [00:00<00:06, 6196.74it/s]loading adj matrices:   9%|▉         | 3754/40712 [00:00<00:05, 6203.33it/s]loading adj matrices:  11%|█         | 4375/40712 [00:00<00:05, 6204.16it/s]loading adj matrices:  12%|█▏        | 4996/40712 [00:00<00:05, 6172.25it/s]loading adj matrices:  14%|█▍        | 5614/40712 [00:00<00:07, 4786.27it/s]loading adj matrices:  15%|█▌        | 6224/40712 [00:01<00:06, 5120.68it/s]loading adj matrices:  17%|█▋        | 6832/40712 [00:01<00:06, 5376.88it/s]loading adj matrices:  18%|█▊        | 7437/40712 [00:01<00:05, 5562.91it/s]loading adj matrices:  20%|█▉        | 8045/40712 [00:01<00:05, 5707.08it/s]loading adj matrices:  21%|██▏       | 8653/40712 [00:01<00:05, 5813.72it/s]loading adj matrices:  23%|██▎       | 9261/40712 [00:01<00:05, 5890.23it/s]loading adj matrices:  24%|██▍       | 9864/40712 [00:01<00:05, 5928.54it/s]loading adj matrices:  26%|██▌       | 10473/40712 [00:01<00:05, 5973.42it/s]loading adj matrices:  27%|██▋       | 11080/40712 [00:01<00:04, 6000.24it/s]loading adj matrices:  29%|██▊       | 11696/40712 [00:01<00:04, 6047.51it/s]loading adj matrices:  30%|███       | 12311/40712 [00:02<00:04, 6075.19it/s]loading adj matrices:  32%|███▏      | 12927/40712 [00:02<00:04, 6097.45it/s]loading adj matrices:  33%|███▎      | 13542/40712 [00:02<00:04, 6112.13it/s]loading adj matrices:  35%|███▍      | 14155/40712 [00:02<00:04, 6103.56it/s]loading adj matrices:  36%|███▋      | 14771/40712 [00:02<00:04, 6120.32it/s]loading adj matrices:  38%|███▊      | 15387/40712 [00:02<00:04, 6130.01it/s]loading adj matrices:  39%|███▉      | 16001/40712 [00:02<00:04, 6101.80it/s]loading adj matrices:  41%|████      | 16612/40712 [00:02<00:03, 6097.55it/s]loading adj matrices:  42%|████▏     | 17228/40712 [00:02<00:03, 6115.54it/s]loading adj matrices:  44%|████▍     | 17840/40712 [00:03<00:03, 6107.07it/s]loading adj matrices:  45%|████▌     | 18451/40712 [00:03<00:03, 6095.74it/s]loading adj matrices:  47%|████▋     | 19068/40712 [00:03<00:03, 6116.59it/s]loading adj matrices:  48%|████▊     | 19682/40712 [00:03<00:03, 6120.55it/s]loading adj matrices:  50%|████▉     | 20295/40712 [00:03<00:03, 6092.79it/s]loading adj matrices:  51%|█████▏    | 20905/40712 [00:03<00:03, 6085.39it/s]loading adj matrices:  53%|█████▎    | 21519/40712 [00:03<00:03, 6099.42it/s]loading adj matrices:  54%|█████▍    | 22129/40712 [00:03<00:03, 6097.29it/s]loading adj matrices:  56%|█████▌    | 22739/40712 [00:03<00:02, 6086.79it/s]loading adj matrices:  57%|█████▋    | 23349/40712 [00:03<00:02, 6087.79it/s]loading adj matrices:  59%|█████▉    | 23965/40712 [00:04<00:02, 6108.06it/s]loading adj matrices:  60%|██████    | 24576/40712 [00:04<00:02, 6077.13it/s]loading adj matrices:  62%|██████▏   | 25184/40712 [00:04<00:02, 6052.61it/s]loading adj matrices:  63%|██████▎   | 25796/40712 [00:04<00:02, 6070.61it/s]loading adj matrices:  65%|██████▍   | 26404/40712 [00:04<00:02, 6055.14it/s]loading adj matrices:  66%|██████▋   | 27010/40712 [00:04<00:02, 6039.33it/s]loading adj matrices:  68%|██████▊   | 27615/40712 [00:04<00:02, 6040.25it/s]loading adj matrices:  69%|██████▉   | 28221/40712 [00:04<00:02, 6044.41it/s]loading adj matrices:  71%|███████   | 28826/40712 [00:04<00:02, 4543.65it/s]loading adj matrices:  72%|███████▏  | 29426/40712 [00:05<00:02, 4896.55it/s]loading adj matrices:  74%|███████▍  | 30035/40712 [00:05<00:02, 5203.86it/s]loading adj matrices:  75%|███████▌  | 30634/40712 [00:05<00:01, 5415.29it/s]loading adj matrices:  77%|███████▋  | 31224/40712 [00:05<00:01, 5549.74it/s]loading adj matrices:  78%|███████▊  | 31829/40712 [00:05<00:01, 5690.27it/s]loading adj matrices:  80%|███████▉  | 32432/40712 [00:05<00:01, 5788.16it/s]loading adj matrices:  81%|████████  | 33023/40712 [00:05<00:01, 5811.31it/s]loading adj matrices:  83%|████████▎ | 33613/40712 [00:05<00:01, 5835.75it/s]loading adj matrices:  84%|████████▍ | 34215/40712 [00:05<00:01, 5889.13it/s]loading adj matrices:  86%|████████▌ | 34809/40712 [00:05<00:01, 5902.43it/s]loading adj matrices:  87%|████████▋ | 35403/40712 [00:06<00:00, 5874.87it/s]loading adj matrices:  88%|████████▊ | 36003/40712 [00:06<00:00, 5908.86it/s]loading adj matrices:  90%|████████▉ | 36600/40712 [00:06<00:00, 5925.22it/s]loading adj matrices:  91%|█████████▏| 37194/40712 [00:06<00:00, 5879.66it/s]loading adj matrices:  93%|█████████▎| 37783/40712 [00:06<00:00, 5864.79it/s]loading adj matrices:  94%|█████████▍| 38381/40712 [00:06<00:00, 5898.23it/s]loading adj matrices:  96%|█████████▌| 38972/40712 [00:06<00:00, 5889.19it/s]loading adj matrices:  97%|█████████▋| 39562/40712 [00:06<00:00, 5857.68it/s]loading adj matrices:  99%|█████████▊| 40148/40712 [00:06<00:00, 5844.30it/s]loading adj matrices: 100%|██████████| 40712/40712 [00:06<00:00, 5873.20it/s]
| ori_adj_len: 26.49 | adj_len: 26.43 | prune_rate： 0.00 | qc_num: 4.57 | ac_num: 1.06 |
loading adj matrices:   0%|          | 0/5088 [00:00<?, ?it/s]loading adj matrices:  12%|█▏        | 604/5088 [00:00<00:00, 6036.51it/s]loading adj matrices:  24%|██▍       | 1212/5088 [00:00<00:00, 6057.63it/s]loading adj matrices:  36%|███▌      | 1818/5088 [00:00<00:00, 6044.49it/s]loading adj matrices:  48%|████▊     | 2429/5088 [00:00<00:00, 6066.68it/s]loading adj matrices:  60%|█████▉    | 3036/5088 [00:00<00:00, 6036.11it/s]loading adj matrices:  72%|███████▏  | 3645/5088 [00:00<00:00, 6052.03it/s]loading adj matrices:  84%|████████▎ | 4251/5088 [00:00<00:00, 5861.94it/s]loading adj matrices:  96%|█████████▌| 4862/5088 [00:00<00:00, 5935.86it/s]loading adj matrices: 100%|██████████| 5088/5088 [00:00<00:00, 5984.80it/s]
| ori_adj_len: 25.20 | adj_len: 25.20 | prune_rate： 0.00 | qc_num: 4.34 | ac_num: 1.07 |
loading adj matrices:   0%|          | 0/5092 [00:00<?, ?it/s]loading adj matrices:  12%|█▏        | 593/5092 [00:00<00:00, 5928.17it/s]loading adj matrices:  24%|██▎       | 1209/5092 [00:00<00:00, 6059.36it/s]loading adj matrices:  36%|███▌      | 1815/5092 [00:00<00:00, 6030.92it/s]loading adj matrices:  48%|████▊     | 2424/5092 [00:00<00:00, 6051.27it/s]loading adj matrices:  60%|█████▉    | 3030/5092 [00:00<00:00, 6026.66it/s]loading adj matrices:  71%|███████▏  | 3640/5092 [00:00<00:00, 6049.86it/s]loading adj matrices:  83%|████████▎ | 4246/5092 [00:00<00:00, 5854.97it/s]loading adj matrices:  95%|█████████▍| 4833/5092 [00:00<00:00, 5837.54it/s]loading adj matrices: 100%|██████████| 5092/5092 [00:00<00:00, 5904.86it/s]
| ori_adj_len: 26.09 | adj_len: 26.06 | prune_rate： 0.00 | qc_num: 4.61 | ac_num: 1.06 |
parameters:
	concept_emb.emb.weight                       	fixed	torch.Size([9958, 768])
	concept_emb.cpt_transform.weight             	trainable	torch.Size([100, 768])
	concept_emb.cpt_transform.bias               	trainable	torch.Size([100])
	reasoningnet.inter_layers.0.typed_transform.weight	trainable	torch.Size([300, 100])
	reasoningnet.inter_layers.0.typed_transform.bias	trainable	torch.Size([300])
	reasoningnet.inter_layers.0.path_attention.trans_scores	trainable	torch.Size([900])
	reasoningnet.inter_layers.0.path_attention.start_attention.layers.0-Linear.weight	trainable	torch.Size([50, 768])
	reasoningnet.inter_layers.0.path_attention.start_attention.layers.0-Linear.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.0.path_attention.start_attention.layers.0-LayerNorm.weight	trainable	torch.Size([50])
	reasoningnet.inter_layers.0.path_attention.start_attention.layers.0-LayerNorm.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.0.path_attention.start_attention.layers.1-Linear.weight	trainable	torch.Size([3, 50])
	reasoningnet.inter_layers.0.path_attention.start_attention.layers.1-Linear.bias	trainable	torch.Size([3])
	reasoningnet.inter_layers.0.path_attention.end_attention.layers.0-Linear.weight	trainable	torch.Size([50, 768])
	reasoningnet.inter_layers.0.path_attention.end_attention.layers.0-Linear.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.0.path_attention.end_attention.layers.0-LayerNorm.weight	trainable	torch.Size([50])
	reasoningnet.inter_layers.0.path_attention.end_attention.layers.0-LayerNorm.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.0.path_attention.end_attention.layers.1-Linear.weight	trainable	torch.Size([3, 50])
	reasoningnet.inter_layers.0.path_attention.end_attention.layers.1-Linear.bias	trainable	torch.Size([3])
	reasoningnet.inter_layers.0.path_attention.path_uni_attention.layers.0-Linear.weight	trainable	torch.Size([50, 768])
	reasoningnet.inter_layers.0.path_attention.path_uni_attention.layers.0-Linear.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.0.path_attention.path_uni_attention.layers.0-LayerNorm.weight	trainable	torch.Size([50])
	reasoningnet.inter_layers.0.path_attention.path_uni_attention.layers.0-LayerNorm.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.0.path_attention.path_uni_attention.layers.1-Linear.weight	trainable	torch.Size([30, 50])
	reasoningnet.inter_layers.0.path_attention.path_uni_attention.layers.1-Linear.bias	trainable	torch.Size([30])
	reasoningnet.inter_layers.0.message_passing.w_vs	trainable	torch.Size([1, 100, 31])
	reasoningnet.inter_layers.0.aggregator.w_qs.weight	trainable	torch.Size([100, 768])
	reasoningnet.inter_layers.0.aggregator.w_qs.bias	trainable	torch.Size([100])
	reasoningnet.inter_layers.0.Vh.weight        	trainable	torch.Size([100, 100])
	reasoningnet.inter_layers.0.Vh.bias          	trainable	torch.Size([100])
	reasoningnet.inter_layers.0.Vz.weight        	trainable	torch.Size([100, 100])
	reasoningnet.inter_layers.0.Vz.bias          	trainable	torch.Size([100])
	reasoningnet.inter_layers.1.typed_transform.weight	trainable	torch.Size([300, 100])
	reasoningnet.inter_layers.1.typed_transform.bias	trainable	torch.Size([300])
	reasoningnet.inter_layers.1.path_attention.trans_scores	trainable	torch.Size([900])
	reasoningnet.inter_layers.1.path_attention.start_attention.layers.0-Linear.weight	trainable	torch.Size([50, 768])
	reasoningnet.inter_layers.1.path_attention.start_attention.layers.0-Linear.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.1.path_attention.start_attention.layers.0-LayerNorm.weight	trainable	torch.Size([50])
	reasoningnet.inter_layers.1.path_attention.start_attention.layers.0-LayerNorm.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.1.path_attention.start_attention.layers.1-Linear.weight	trainable	torch.Size([3, 50])
	reasoningnet.inter_layers.1.path_attention.start_attention.layers.1-Linear.bias	trainable	torch.Size([3])
	reasoningnet.inter_layers.1.path_attention.end_attention.layers.0-Linear.weight	trainable	torch.Size([50, 768])
	reasoningnet.inter_layers.1.path_attention.end_attention.layers.0-Linear.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.1.path_attention.end_attention.layers.0-LayerNorm.weight	trainable	torch.Size([50])
	reasoningnet.inter_layers.1.path_attention.end_attention.layers.0-LayerNorm.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.1.path_attention.end_attention.layers.1-Linear.weight	trainable	torch.Size([3, 50])
	reasoningnet.inter_layers.1.path_attention.end_attention.layers.1-Linear.bias	trainable	torch.Size([3])
	reasoningnet.inter_layers.1.path_attention.path_uni_attention.layers.0-Linear.weight	trainable	torch.Size([50, 768])
	reasoningnet.inter_layers.1.path_attention.path_uni_attention.layers.0-Linear.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.1.path_attention.path_uni_attention.layers.0-LayerNorm.weight	trainable	torch.Size([50])
	reasoningnet.inter_layers.1.path_attention.path_uni_attention.layers.0-LayerNorm.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.1.path_attention.path_uni_attention.layers.1-Linear.weight	trainable	torch.Size([30, 50])
	reasoningnet.inter_layers.1.path_attention.path_uni_attention.layers.1-Linear.bias	trainable	torch.Size([30])
	reasoningnet.inter_layers.1.message_passing.w_vs	trainable	torch.Size([1, 100, 31])
	reasoningnet.inter_layers.1.aggregator.w_qs.weight	trainable	torch.Size([100, 768])
	reasoningnet.inter_layers.1.aggregator.w_qs.bias	trainable	torch.Size([100])
	reasoningnet.inter_layers.1.Vh.weight        	trainable	torch.Size([100, 100])
	reasoningnet.inter_layers.1.Vh.bias          	trainable	torch.Size([100])
	reasoningnet.inter_layers.1.Vz.weight        	trainable	torch.Size([100, 100])
	reasoningnet.inter_layers.1.Vz.bias          	trainable	torch.Size([100])
	reasoningnet.inter_layers.2.typed_transform.weight	trainable	torch.Size([300, 100])
	reasoningnet.inter_layers.2.typed_transform.bias	trainable	torch.Size([300])
	reasoningnet.inter_layers.2.path_attention.trans_scores	trainable	torch.Size([900])
	reasoningnet.inter_layers.2.path_attention.start_attention.layers.0-Linear.weight	trainable	torch.Size([50, 768])
	reasoningnet.inter_layers.2.path_attention.start_attention.layers.0-Linear.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.2.path_attention.start_attention.layers.0-LayerNorm.weight	trainable	torch.Size([50])
	reasoningnet.inter_layers.2.path_attention.start_attention.layers.0-LayerNorm.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.2.path_attention.start_attention.layers.1-Linear.weight	trainable	torch.Size([3, 50])
	reasoningnet.inter_layers.2.path_attention.start_attention.layers.1-Linear.bias	trainable	torch.Size([3])
	reasoningnet.inter_layers.2.path_attention.end_attention.layers.0-Linear.weight	trainable	torch.Size([50, 768])
	reasoningnet.inter_layers.2.path_attention.end_attention.layers.0-Linear.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.2.path_attention.end_attention.layers.0-LayerNorm.weight	trainable	torch.Size([50])
	reasoningnet.inter_layers.2.path_attention.end_attention.layers.0-LayerNorm.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.2.path_attention.end_attention.layers.1-Linear.weight	trainable	torch.Size([3, 50])
	reasoningnet.inter_layers.2.path_attention.end_attention.layers.1-Linear.bias	trainable	torch.Size([3])
	reasoningnet.inter_layers.2.path_attention.path_uni_attention.layers.0-Linear.weight	trainable	torch.Size([50, 768])
	reasoningnet.inter_layers.2.path_attention.path_uni_attention.layers.0-Linear.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.2.path_attention.path_uni_attention.layers.0-LayerNorm.weight	trainable	torch.Size([50])
	reasoningnet.inter_layers.2.path_attention.path_uni_attention.layers.0-LayerNorm.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.2.path_attention.path_uni_attention.layers.1-Linear.weight	trainable	torch.Size([30, 50])
	reasoningnet.inter_layers.2.path_attention.path_uni_attention.layers.1-Linear.bias	trainable	torch.Size([30])
	reasoningnet.inter_layers.2.message_passing.w_vs	trainable	torch.Size([1, 100, 31])
	reasoningnet.inter_layers.2.aggregator.w_qs.weight	trainable	torch.Size([100, 768])
	reasoningnet.inter_layers.2.aggregator.w_qs.bias	trainable	torch.Size([100])
	reasoningnet.inter_layers.2.Vh.weight        	trainable	torch.Size([100, 100])
	reasoningnet.inter_layers.2.Vh.bias          	trainable	torch.Size([100])
	reasoningnet.inter_layers.2.Vz.weight        	trainable	torch.Size([100, 100])
	reasoningnet.inter_layers.2.Vz.bias          	trainable	torch.Size([100])
	reasoningnet.inter_layers.3.typed_transform.weight	trainable	torch.Size([300, 100])
	reasoningnet.inter_layers.3.typed_transform.bias	trainable	torch.Size([300])
	reasoningnet.inter_layers.3.path_attention.trans_scores	trainable	torch.Size([900])
	reasoningnet.inter_layers.3.path_attention.start_attention.layers.0-Linear.weight	trainable	torch.Size([50, 768])
	reasoningnet.inter_layers.3.path_attention.start_attention.layers.0-Linear.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.3.path_attention.start_attention.layers.0-LayerNorm.weight	trainable	torch.Size([50])
	reasoningnet.inter_layers.3.path_attention.start_attention.layers.0-LayerNorm.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.3.path_attention.start_attention.layers.1-Linear.weight	trainable	torch.Size([3, 50])
	reasoningnet.inter_layers.3.path_attention.start_attention.layers.1-Linear.bias	trainable	torch.Size([3])
	reasoningnet.inter_layers.3.path_attention.end_attention.layers.0-Linear.weight	trainable	torch.Size([50, 768])
	reasoningnet.inter_layers.3.path_attention.end_attention.layers.0-Linear.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.3.path_attention.end_attention.layers.0-LayerNorm.weight	trainable	torch.Size([50])
	reasoningnet.inter_layers.3.path_attention.end_attention.layers.0-LayerNorm.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.3.path_attention.end_attention.layers.1-Linear.weight	trainable	torch.Size([3, 50])
	reasoningnet.inter_layers.3.path_attention.end_attention.layers.1-Linear.bias	trainable	torch.Size([3])
	reasoningnet.inter_layers.3.path_attention.path_uni_attention.layers.0-Linear.weight	trainable	torch.Size([50, 768])
	reasoningnet.inter_layers.3.path_attention.path_uni_attention.layers.0-Linear.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.3.path_attention.path_uni_attention.layers.0-LayerNorm.weight	trainable	torch.Size([50])
	reasoningnet.inter_layers.3.path_attention.path_uni_attention.layers.0-LayerNorm.bias	trainable	torch.Size([50])
	reasoningnet.inter_layers.3.path_attention.path_uni_attention.layers.1-Linear.weight	trainable	torch.Size([30, 50])
